"","Stock1","Stock2","MatchPercentage","Cor","Cointegration"
"1","SH600037","SH600073","0.757009345794392","0.670751513376446","0.433006431044632"
"2","SH600037","SH600655","0.803738317757009","0.623962369594564","0.835188912273742"
"3","SH600037","SH601908","0.757009345794392","0.639666807485673","0.615814968334405"
"4","SH600037","SZ002027","0.775700934579439","0.769306802243394","0.01"
"5","SH600037","SZ002093","0.757009345794392","0.673360226155485","0.212163564955494"
"6","SH600037","SZ002545","0.775700934579439","0.732950440743685","0.334577246311471"
"7","SH600039","SH600131","0.757009345794392","0.739524516813993","0.0262289157641755"
"8","SH600039","SH601872","0.766355140186916","0.727344594708209","0.921975810244212"
"9","SH600039","SZ000418","0.757009345794392","0.703766082822751","0.515917476736772"
"10","SH600054","SH600073","0.766355140186916","0.665202935307698","0.0220537524866357"
"11","SH600054","SH600480","0.775700934579439","0.585830797109045","0.266746643213886"
"12","SH600054","SH600650","0.766355140186916","0.610099675883709","0.735940963724285"
"13","SH600054","SZ002123","0.766355140186916","0.713876710332817","0.0383331632033427"
"14","SH600073","SH600310","0.757009345794392","0.584854355508433","0.330466817191742"
"15","SH600073","SH600650","0.775700934579439","0.767096787403681","0.755466352668968"
"16","SH600073","SH600655","0.766355140186916","0.739368965162816","0.603140538887694"
"17","SH600073","SH600677","0.766355140186916","0.70927495172512","0.192572962126703"
"18","SH600073","SH600755","0.766355140186916","0.591350103697368","0.90581013643559"
"19","SH600073","SH600796","0.757009345794392","0.699732161109907","0.402003791617477"
"20","SH600073","SZ000565","0.794392523364486","0.712395740980477","0.158687691615711"
"21","SH600073","SZ002093","0.775700934579439","0.694803800086331","0.583145786259676"
"22","SH600073","SZ002123","0.757009345794392","0.705593779646653","0.01"
"23","SH600073","SZ002335","0.785046728971963","0.738718045755086","0.01"
"24","SH600073","SZ002394","0.775700934579439","0.798594987280209","0.01"
"25","SH600073","SZ002531","0.785046728971963","0.666103415512479","0.0450155583095817"
"26","SH600076","SH600131","0.766355140186916","0.779147121791332","0.981829506147994"
"27","SH600076","SZ000836","0.757009345794392","0.755056478975752","0.99"
"28","SH600093","SH600310","0.766355140186916","0.628220461195706","0.547204312723521"
"29","SH600094","SH600159","0.757009345794392","0.666130584032204","0.873754593702338"
"30","SH600094","SH600755","0.757009345794392","0.556456792524155","0.96807318507179"
"31","SH600094","SZ000926","0.757009345794392","0.666357745199372","0.99"
"32","SH600131","SH600151","0.775700934579439","0.699475221893018","0.43685991235836"
"33","SH600131","SH600353","0.785046728971963","0.694463203319198","0.76742454445199"
"34","SH600131","SH600650","0.757009345794392","0.671740007241665","0.449372842720339"
"35","SH600131","SH600796","0.757009345794392","0.796398321997399","0.531432233477972"
"36","SH600131","SZ000829","0.757009345794392","0.636656153446422","0.230677415832982"
"37","SH600131","SZ002123","0.757009345794392","0.753272889811771","0.176777681127072"
"38","SH600131","SZ002394","0.803738317757009","0.739269477378571","0.0754927806270016"
"39","SH600131","SZ002531","0.757009345794392","0.645790475630944","0.0544836780605744"
"40","SH600131","SZ002585","0.766355140186916","0.734761655159693","0.595506349155125"
"41","SH600151","SZ002139","0.775700934579439","0.73222238789079","0.330231782181148"
"42","SH600159","SH600310","0.766355140186916","0.652427405165853","0.411448840822577"
"43","SH600159","SH600650","0.775700934579439","0.64651326421686","0.548533615108315"
"44","SH600159","SH600683","0.766355140186916","0.748329331725845","0.01"
"45","SH600159","SH600684","0.785046728971963","0.736073076780587","0.0785076184688634"
"46","SH600159","SH600743","0.757009345794392","0.827619840800713","0.0288640382868788"
"47","SH600159","SH600748","0.757009345794392","0.742098099411242","0.537622560892759"
"48","SH600159","SH600755","0.766355140186916","0.55644815554608","0.803415878134313"
"49","SH600159","SH601588","0.785046728971963","0.775367617252542","0.723216453217323"
"50","SH600159","SZ000031","0.794392523364486","0.630516871949212","0.685839662514154"
"51","SH600159","SZ000040","0.831775700934579","0.719711191699644","0.292222807684663"
"52","SH600159","SZ000537","0.766355140186916","0.856458984906358","0.01"
"53","SH600159","SZ000667","0.775700934579439","0.694291443385378","0.365544917518669"
"54","SH600159","SZ000926","0.803738317757009","0.75580923908452","0.669658112060639"
"55","SH600159","SZ000965","0.766355140186916","0.647716757903744","0.0494843961380496"
"56","SH600172","SH600590","0.766355140186916","0.73659870191208","0.377741233102708"
"57","SH600172","SZ002123","0.775700934579439","0.797302948588203","0.01"
"58","SH600172","SZ002166","0.766355140186916","0.752370982915737","0.0508681724559796"
"59","SH600172","SZ002545","0.757009345794392","0.830053072040406","0.0541787962710797"
"60","SH600172","SZ002636","0.775700934579439","0.801377319888698","0.526474463393787"
"61","SH600172","SZ300065","0.766355140186916","0.778424940240807","0.697354883904231"
"62","SH600172","SZ300185","0.757009345794392","0.794505276010284","0.396986032237359"
"63","SH600188","SH600362","0.757009345794392","0.793329258659077","0.125590435943676"
"64","SH600188","SH600415","0.785046728971963","0.726219412522967","0.478295371214156"
"65","SH600188","SH600595","0.794392523364486","0.649698153522126","0.931342610228346"
"66","SH600188","SH600743","0.766355140186916","0.636381315440914","0.550462497219206"
"67","SH600188","SH600755","0.757009345794392","0.59195197954924","0.398978721398958"
"68","SH600188","SZ000425","0.775700934579439","0.655699751719777","0.0547376670822131"
"69","SH600216","SZ000012","0.775700934579439","0.741186875857686","0.144516923795879"
"70","SH600216","SZ002001","0.831775700934579","0.805135083006071","0.644548462714829"
"71","SH600220","SZ000650","0.757009345794392","0.614899090129314","0.524921661103915"
"72","SH600220","SZ002067","0.757009345794392","0.539734745197946","0.625310991608365"
"73","SH600220","SZ002212","0.757009345794392","0.675119970654897","0.654140556063479"
"74","SH600220","SZ002218","0.766355140186916","0.662465935508322","0.299098238527495"
"75","SH600276","SH600703","0.757009345794392","0.615030394698609","0.01"
"76","SH600298","SZ002123","0.794392523364486","0.723579498457541","0.01"
"77","SH600310","SH600480","0.766355140186916","0.652163957487293","0.0367613927388017"
"78","SH600310","SH600531","0.757009345794392","0.614911236416423","0.400494131054834"
"79","SH600310","SH600650","0.775700934579439","0.617158639702423","0.156819179650261"
"80","SH600310","SH600683","0.775700934579439","0.556941789058254","0.271423458322249"
"81","SH600310","SH600755","0.822429906542056","0.69834384630043","0.744034014550592"
"82","SH600310","SH601872","0.757009345794392","0.665812165986704","0.946323403504995"
"83","SH600310","SZ000040","0.757009345794392","0.674348736940524","0.51660505828104"
"84","SH600310","SZ000418","0.766355140186916","0.58893250785147","0.375821994357866"
"85","SH600310","SZ000425","0.775700934579439","0.668732642522219","0.973856244794511"
"86","SH600310","SZ000926","0.757009345794392","0.635473644955514","0.569264543611847"
"87","SH600310","SZ002036","0.775700934579439","0.689790966346432","0.574484132274708"
"88","SH600310","SZ002067","0.757009345794392","0.551071541441516","0.874475900829923"
"89","SH600330","SH600563","0.757009345794392","0.769362389455353","0.078560008132368"
"90","SH600330","SZ002139","0.775700934579439","0.719205778631454","0.420927132991127"
"91","SH600330","SZ002634","0.775700934579439","0.658316060347301","0.300855154567034"
"92","SH600330","SZ300078","0.757009345794392","0.751406056675369","0.250634982615064"
"93","SH600336","SH600602","0.757009345794392","0.740349386071034","0.560624225300944"
"94","SH600340","SZ000656","0.775700934579439","0.726861149125175","0.63319412834534"
"95","SH600340","SZ000926","0.757009345794392","0.733013794685603","0.539127733267145"
"96","SH600340","SZ002244","0.757009345794392","0.804750086941214","0.891546542650414"
"97","SH600353","SH600480","0.757009345794392","0.650895473469524","0.268842848749838"
"98","SH600353","SH601636","0.766355140186916","0.755902097467211","0.633138753012322"
"99","SH600353","SZ000836","0.757009345794392","0.773938482176122","0.843521581680856"
"100","SH600353","SZ002093","0.785046728971963","0.685696584583165","0.0220615554164847"
"101","SH600353","SZ002123","0.766355140186916","0.771176782372886","0.0153022155018373"
"102","SH600353","SZ002493","0.766355140186916","0.752722577740518","0.492803970826068"
"103","SH600353","SZ002585","0.757009345794392","0.788923321792772","0.01"
"104","SH600353","SZ300065","0.757009345794392","0.771430485161751","0.522113686875651"
"105","SH600362","SH600415","0.766355140186916","0.684916464392985","0.958465264168106"
"106","SH600362","SH600531","0.794392523364486","0.790197561391758","0.980443650168172"
"107","SH600362","SZ000012","0.757009345794392","0.752094260690086","0.336855005335909"
"108","SH600362","SZ000425","0.813084112149533","0.715851542290092","0.782694777891343"
"109","SH600362","SZ000926","0.757009345794392","0.716236847022832","0.186823891644309"
"110","SH600366","SH600531","0.766355140186916","0.680155427181971","0.0688319386456165"
"111","SH600366","SH600736","0.757009345794392","0.652444172107753","0.837145327530643"
"112","SH600366","SZ000926","0.766355140186916","0.62542137095765","0.99"
"113","SH600382","SZ002169","0.766355140186916","0.683250609198655","0.282355564576648"
"114","SH600382","SZ002179","0.757009345794392","0.686676375985211","0.189435547932575"
"115","SH600382","SZ002472","0.757009345794392","0.687569185553931","0.464727459713546"
"116","SH600382","SZ002545","0.785046728971963","0.754990630052039","0.0765138251099894"
"117","SH600383","SZ000002","0.831775700934579","0.730202442453864","0.626251594563409"
"118","SH600383","SZ000926","0.794392523364486","0.69339232258565","0.883461377386889"
"119","SH600391","SH600480","0.757009345794392","0.721417082284608","0.410793985509872"
"120","SH600391","SH600677","0.775700934579439","0.788252608647087","0.392660011134178"
"121","SH600391","SZ000650","0.757009345794392","0.695867846034842","0.01"
"122","SH600391","SZ000721","0.757009345794392","0.670379585117489","0.27410307773674"
"123","SH600391","SZ000738","0.831775700934579","0.871956386206727","0.435900287230199"
"124","SH600391","SZ002027","0.757009345794392","0.640100022879306","0.290037797231057"
"125","SH600391","SZ002123","0.757009345794392","0.644672668985125","0.198788068662973"
"126","SH600391","SZ002139","0.766355140186916","0.785308473215386","0.649173352075069"
"127","SH600391","SZ002169","0.757009345794392","0.709284834175626","0.01"
"128","SH600391","SZ002179","0.850467289719626","0.770067055743148","0.609890252052972"
"129","SH600391","SZ002202","0.766355140186916","0.655913742395584","0.0510745796925788"
"130","SH600391","SZ300162","0.757009345794392","0.668636977874399","0.720108862920784"
"131","SH600391","SZ300176","0.757009345794392","0.74698362656603","0.481701676962839"
"132","SH600409","SH600755","0.766355140186916","0.640259148634639","0.959672210635374"
"133","SH600409","SZ000012","0.757009345794392","0.616465870606811","0.478560700094632"
"134","SH600409","SZ000563","0.757009345794392","0.672099702186966","0.97229576048444"
"135","SH600415","SH600743","0.775700934579439","0.576201928797303","0.98291697320601"
"136","SH600415","SH601588","0.757009345794392","0.601456094803639","0.606364998725338"
"137","SH600415","SH601872","0.775700934579439","0.678165935684261","0.0715805958034752"
"138","SH600415","SZ000012","0.785046728971963","0.68130233103655","0.99"
"139","SH600415","SZ000031","0.766355140186916","0.634547895936981","0.578015540761688"
"140","SH600415","SZ000425","0.803738317757009","0.708427050740687","0.355804859851775"
"141","SH600415","SZ000926","0.803738317757009","0.654542590239237","0.897447497534456"
"142","SH600477","SH600755","0.757009345794392","0.620854058716879","0.964012699267208"
"143","SH600477","SZ000012","0.757009345794392","0.597397312508342","0.738215296926955"
"144","SH600477","SZ002206","0.785046728971963","0.679851754398087","0.194624924126584"
"145","SH600480","SH600683","0.757009345794392","0.676833663877062","0.211572198975181"
"146","SH600480","SZ000418","0.775700934579439","0.68662778289921","0.252079863063731"
"147","SH600480","SZ002042","0.757009345794392","0.640497711480757","0.172313141422659"
"148","SH600480","SZ002212","0.775700934579439","0.668475836943088","0.465157448724975"
"149","SH600498","SH600522","0.757009345794392","0.67833392644265","0.284791281884077"
"150","SH600498","SZ002093","0.766355140186916","0.757735872796145","0.377697816814588"
"151","SH600522","SH600683","0.757009345794392","0.612533867748343","0.272743785971152"
"152","SH600522","SZ000733","0.766355140186916","0.77569940497392","0.668200561685061"
"153","SH600522","SZ002118","0.766355140186916","0.626373824670843","0.837461565020443"
"154","SH600522","SZ002376","0.785046728971963","0.74041196822329","0.011275568684926"
"155","SH600522","SZ300231","0.757009345794392","0.688971826859484","0.342359430026248"
"156","SH600531","SH600683","0.785046728971963","0.573970349710219","0.418294948000699"
"157","SH600531","SH600755","0.794392523364486","0.580446840920795","0.953866938095022"
"158","SH600531","SZ000838","0.757009345794392","0.679415613454311","0.39916409330658"
"159","SH600531","SZ000926","0.775700934579439","0.618403117056349","0.99"
"160","SH600531","SZ002036","0.757009345794392","0.611830912113802","0.277114210749091"
"161","SH600531","SZ002067","0.794392523364486","0.561836419734913","0.568011098637992"
"162","SH600531","SZ002620","0.775700934579439","0.65846027661937","0.236341183525303"
"163","SH600537","SZ002118","0.785046728971963","0.666085989182026","0.728903994322851"
"164","SH600537","SZ002123","0.757009345794392","0.676837924381625","0.490472638818911"
"165","SH600537","SZ002179","0.775700934579439","0.729624800888504","0.01"
"166","SH600537","SZ300162","0.757009345794392","0.686031560257067","0.987508334698142"
"167","SH600537","SZ300176","0.757009345794392","0.734692124502569","0.2374920743301"
"168","SH600563","SZ000733","0.775700934579439","0.73960863880569","0.506976908748519"
"169","SH600563","SZ002048","0.775700934579439","0.714068711336419","0.0650792417031209"
"170","SH600563","SZ002108","0.757009345794392","0.780718899466145","0.503927658843143"
"171","SH600563","SZ002139","0.775700934579439","0.708873931684126","0.743896647941144"
"172","SH600563","SZ002169","0.757009345794392","0.656831485439124","0.875165946933324"
"173","SH600563","SZ002402","0.757009345794392","0.709329707489832","0.658498895905499"
"174","SH600563","SZ002590","0.757009345794392","0.68570939560136","0.533168086729224"
"175","SH600563","SZ002636","0.757009345794392","0.662364643982339","0.558915257155877"
"176","SH600563","SZ300063","0.757009345794392","0.646146570135172","0.907772093426519"
"177","SH600563","SZ300073","0.775700934579439","0.768131829839212","0.563891674831796"
"178","SH600563","SZ300078","0.775700934579439","0.726750243997061","0.662460322767896"
"179","SH600563","SZ300176","0.757009345794392","0.704210556840454","0.786182134283456"
"180","SH600563","SZ300271","0.775700934579439","0.648485184441623","0.496327705197986"
"181","SH600565","SZ000926","0.766355140186916","0.632407081788529","0.538134618338312"
"182","SH600590","SH600796","0.757009345794392","0.757995279639704","0.261650381858695"
"183","SH600590","SZ002123","0.766355140186916","0.704539358003874","0.317885336134766"
"184","SH600602","SZ000733","0.757009345794392","0.708639168899879","0.720092046876037"
"185","SH600621","SH600626","0.794392523364486","0.796540939864071","0.648764879445896"
"186","SH600621","SH600650","0.766355140186916","0.809411423262481","0.682899760086249"
"187","SH600621","SH600748","0.766355140186916","0.774558963777185","0.406822364157781"
"188","SH600621","SH600826","0.757009345794392","0.791663333716128","0.45036450265993"
"189","SH600626","SH600630","0.822429906542056","0.851255484103231","0.0731453013844297"
"190","SH600626","SH600650","0.794392523364486","0.737810780541353","0.670695847610275"
"191","SH600626","SH600755","0.766355140186916","0.59193432102967","0.904570241223663"
"192","SH600630","SH600650","0.813084112149533","0.762060917613522","0.842249767634832"
"193","SH600650","SH600655","0.766355140186916","0.846135770078905","0.348295017972669"
"194","SH600650","SH600683","0.766355140186916","0.595085662889532","0.409618728075"
"195","SH600650","SH600755","0.813084112149533","0.648446749445826","0.267720991132998"
"196","SH600650","SH600796","0.775700934579439","0.67448533055917","0.921787040346947"
"197","SH600650","SH601588","0.757009345794392","0.615795326604107","0.342948279347529"
"198","SH600650","SZ000650","0.766355140186916","0.700569904524264","0.629895756854292"
"199","SH600650","SZ000926","0.775700934579439","0.601319229185168","0.272497106797297"
"200","SH600650","SZ002123","0.775700934579439","0.666855247907357","0.743484069215879"
"201","SH600650","SZ002620","0.775700934579439","0.684031595943553","0.875428318852229"
"202","SH600655","SH600755","0.803738317757009","0.682731063784682","0.726452311254251"
"203","SH600655","SZ000650","0.757009345794392","0.673562887028886","0.43583458748764"
"204","SH600655","SZ000733","0.766355140186916","0.641222572135161","0.978100746022676"
"205","SH600655","SZ002093","0.766355140186916","0.707341371443127","0.958134739447446"
"206","SH600655","SZ002202","0.775700934579439","0.686587894855539","0.26956995135004"
"207","SH600677","SZ000829","0.757009345794392","0.682252068372148","0.069841460935088"
"208","SH600677","SZ002056","0.794392523364486","0.708187226011827","0.0956926682914513"
"209","SH600677","SZ002079","0.794392523364486","0.700015417598303","0.0731117107876447"
"210","SH600677","SZ002139","0.803738317757009","0.726918801636686","0.305787171599836"
"211","SH600677","SZ002179","0.775700934579439","0.77243961458898","0.0864969829528591"
"212","SH600677","SZ002335","0.757009345794392","0.68228089638236","0.31595084000471"
"213","SH600683","SH600684","0.775700934579439","0.720264579718786","0.01"
"214","SH600683","SH600736","0.757009345794392","0.706502264602977","0.0104828751848641"
"215","SH600683","SH600755","0.803738317757009","0.632841707057736","0.77633460559277"
"216","SH600683","SH600796","0.766355140186916","0.63526748416109","0.449536802278855"
"217","SH600683","SZ000040","0.775700934579439","0.660055785043698","0.0494921295899717"
"218","SH600683","SZ000418","0.766355140186916","0.614144431787199","0.076212768356425"
"219","SH600683","SZ000926","0.766355140186916","0.712005892116051","0.255537978363972"
"220","SH600683","SZ000965","0.757009345794392","0.611578235033589","0.01"
"221","SH600683","SZ002129","0.757009345794392","0.655455350066092","0.610228925331944"
"222","SH600684","SH600743","0.785046728971963","0.648300379980569","0.0790497888715762"
"223","SH600684","SH600748","0.766355140186916","0.754609475639568","0.478766930242692"
"224","SH600684","SH600755","0.766355140186916","0.571217292786814","0.77902902026883"
"225","SH600684","SH601588","0.775700934579439","0.682691866879004","0.0334732745728141"
"226","SH600684","SZ000031","0.775700934579439","0.651520109851013","0.723660020383508"
"227","SH600684","SZ000040","0.794392523364486","0.704604682015571","0.0262489191355489"
"228","SH600684","SZ000656","0.775700934579439","0.770944684113434","0.303165865178812"
"229","SH600684","SZ000926","0.822429906542056","0.739557729002495","0.434196803020563"
"230","SH600684","SZ000965","0.813084112149533","0.624862082831739","0.01"
"231","SH600692","SH600826","0.757009345794392","0.706352907816825","0.0175709386677123"
"232","SH600702","SH600779","0.775700934579439","0.793106992977291","0.276740260012401"
"233","SH600724","SH600736","0.775700934579439","0.706909684879316","0.0791295833985653"
"234","SH600724","SH600868","0.757009345794392","0.663316791507245","0.0576324674953293"
"235","SH600724","SH601588","0.775700934579439","0.758755061615255","0.720441948304528"
"236","SH600724","SZ000031","0.785046728971963","0.728555705424813","0.85264538467017"
"237","SH600724","SZ000540","0.766355140186916","0.748082642890827","0.923749711219134"
"238","SH600724","SZ000926","0.757009345794392","0.733936883172767","0.907674943938498"
"239","SH600724","SZ002067","0.757009345794392","0.645375462900274","0.951771117141314"
"240","SH600724","SZ002404","0.757009345794392","0.69980205577853","0.345716922383207"
"241","SH600736","SH600748","0.822429906542056","0.703235347880515","0.0602853171592165"
"242","SH600736","SH600755","0.766355140186916","0.677741471996489","0.715089920570676"
"243","SH600736","SH601588","0.766355140186916","0.693477452309868","0.0272035256178403"
"244","SH600736","SZ000031","0.766355140186916","0.618745539542748","0.700221350329568"
"245","SH600736","SZ000926","0.766355140186916","0.693511760561992","0.072014080295379"
"246","SH600736","SZ000965","0.757009345794392","0.669019854812759","0.01"
"247","SH600736","SZ002179","0.775700934579439","0.722128423212994","0.712055173342919"
"248","SH600736","SZ002404","0.757009345794392","0.64191154423167","0.229586443606253"
"249","SH600736","SZ002620","0.775700934579439","0.773472992570831","0.553339194934964"
"250","SH600743","SZ000031","0.766355140186916","0.592940194564826","0.799741600835469"
"251","SH600743","SZ000425","0.766355140186916","0.606066778480435","0.938457916864515"
"252","SH600743","SZ000926","0.813084112149533","0.72067472364676","0.837659460862812"
"253","SH600748","SH601588","0.757009345794392","0.733314246521625","0.283741067136046"
"254","SH600748","SZ000031","0.785046728971963","0.74756735031621","0.302520511208793"
"255","SH600748","SZ000040","0.766355140186916","0.743260954181833","0.12525909501232"
"256","SH600748","SZ000656","0.766355140186916","0.718358831587163","0.431825307263507"
"257","SH600748","SZ000926","0.813084112149533","0.890227130759112","0.01"
"258","SH600755","SZ000012","0.775700934579439","0.659630665659507","0.815797224844112"
"259","SH600755","SZ000926","0.757009345794392","0.593797110480622","0.579591816644797"
"260","SH600755","SZ002067","0.775700934579439","0.566462042348454","0.987104921840349"
"261","SH600755","SZ002182","0.775700934579439","0.7151882969421","0.982263205480534"
"262","SH600779","SZ000858","0.757009345794392","0.727001769722704","0.707481170333162"
"263","SH600796","SZ000650","0.822429906542056","0.744290300948992","0.570510203538555"
"264","SH600796","SZ002093","0.766355140186916","0.702685609280212","0.180959506374187"
"265","SH600796","SZ002123","0.831775700934579","0.761474416654413","0.0546145365654597"
"266","SH600796","SZ002212","0.757009345794392","0.713998854689549","0.766243895360674"
"267","SH600796","SZ002394","0.766355140186916","0.77515306202861","0.0793668660204803"
"268","SH600796","SZ002403","0.757009345794392","0.766263474567619","0.400708598766109"
"269","SH600796","SZ002404","0.757009345794392","0.776687201302224","0.402463094467432"
"270","SH600796","SZ002531","0.757009345794392","0.693601270000261","0.123887098375664"
